Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2019,"12        ",Female,17,Right-Handed,157,24,150,2,Car,3,0.337,48,Lacrosse,1000,1000,1000,1000,200,200,24,"Same length",25,21,"Ring finger",August,Summer,No,No,Desserts,Water,"Mathematics and statistics",8,10,3,"Yes - other","Text messaging",30,25,8,5,5,3,10,2,8,2,2,2,10,1,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,"International aid"
USA,NY,2011,"12        ",Male,17,Right-Handed,163,24,,2,Bus,20,0.374,,"Martial Arts",600,600,700,,900,1000,26,"Left foot",95,102,"Ring finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)",Science,7,5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,6,2,1,5,3,2,3,6,2,6,2,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,NY,2020,"12        ",Female,16,Right-Handed,167,22,171,1,"Rail (Train/Tram/Subway)",80,0.397,46,Cycling,765,417,775,866,540,663,23,"Left foot",76.2,76.2,"Same length",November,Fall,No,No,Meat,Juice,"Social studies",8,4,6,"Yes - broadband connection","Text messaging",15,150,0,15,21,5,0,0,35,35,49,35,0,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Relative,"International aid"
USA,NY,2019,"12        ",Female,16,Right-Handed,164,25,150,1,Car,5,0.794,43,None,600,550,400,350,800,700,24,"Right foot",70,65,"Index finger",November,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",6,9,8,"Yes - broadband connection","Cell phone",20,33,14,36,3,14,1,1,16,7,35,7,12,7,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2016,"12        ",Male,17,Right-Handed,183,27," 187",1,Walk,12,.35,39,"Hockey (Ice)",888,925,257,663,578,750,27,"Same length",10,11.7,"Ring finger",July,Fall,Yes,No,Meat,Water,English,6.5,7.5,3,"Yes - broadband connection","In person",15,45,5,.5,25,1,7,1.5,3,1.5,3,3,0,1,Some,"Graduate degree","Rock and roll",Fly,Healthy,"Sports person",Environment
USA,NY,2019,"12        ",Male,17,Right-Handed,178,28,186,3,"Rail (Train/Tram/Subway)",50,.418,36,"Football (American)",0,0,0,0,0,0,27,"Right foot",101,107,"Ring finger",September,Spring,No,No,Meat,Other,Science,6,11,5,"Yes - other","In person",100,1000,1,2,3,4,5,6,7,20,8,9,11,10,"Very little","Graduate degree","Punk rock",Invisibility,Happy,Friend,Other
USA,NY,2014,"6         ",Male,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"5         ",Female,10,Right-Handed,136cm,21cm,130cm,1,Car,4min,1.156,71,Walking/Hiking,0,1000,500,500,0,0,21cm,"Same length",6mm,6mm,"Same length",August,Winter,Yes,No,"Rice/Noodle dishes",Water,Art,10,7,6,"Yes - other","In person",0,0,6,1,1,7-8,3,2-3,0,0,10,2,0,2,"A lot","Some college",Classical,Telepathy,Healthy,Relative,Other
USA,NY,2019,"12        ",Female,21,Right-Handed,170,25,170,2,Car,18,0.426,32,Other,700,700,900,700,500,600,25,"Same length",75,76,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,5,"Yes - other","In person",35,50,6,1,6,65,30,12,20,10,20,2,40,30,Some,"Graduate degree",Pop,"Freeze time",Healthy,Relative,Environment
USA,NY,2023,"11        ",Male,17,Right-Handed,182,25.4,73,3,Bus,6,.079,34,Other,700,500,700,300,1000,1000,25.4,"Same length",76.2,76.2,"Same length",,Winter,No,No,"Rice/Noodle dishes",Water,History,6,10,6,"Yes - broadband connection","Internet chat or instant messaging",500+,500+,11,1,1,1,2,4,4,7,12,0,6,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"International aid"
USA,NY,2023,"12        ",Male,18,Right-Handed,183,"75 ",183,1,Car,15,.306,50,"Football (American)",1000,1000,1000,1000,1000,1000,70,"Same length",,,"Index finger",May,Summer,No,No,Poultry,Water,History,6,10,7,"Yes - other","In person",8,15,54,2,9,4,2,5,15,1,8,4,4,0,"A lot",Other,Gospel,"Freeze time",Healthy,Relative,"Wildlife, animals"
USA,NY,2019,"10        ",Male,15,Ambidextrous,173,31,195,3,"Rail (Train/Tram/Subway)",90,.794,90,Basketball,,,,,,,32,"Left foot",66,66,"Index finger",May,Summer,Yes,No,"No favorite",Other,"Physical education",8,10,4,"Yes - dial-up connection","Text messaging",30,100,,,,,,,,,,,,,"A lot","Graduate degree","Punk rock","Super strength",Happy,"Community leader or elder",Health
USA,NY,2021,"12        ",Female,16,Right-Handed,157,23,156,3,Bus,45,0.665,35,Skateboarding/Rollerblading,1000,1000,1000,1000,200,500,23,"Same length",76,79,"Ring finger",October,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,5,"Yes - other","Text messaging",50,50,3,5,15,25,5,5,5,7,4,10,12,15,Some,Other,Pop,"Freeze time",Healthy,Relative,Health
USA,NY,2023,"12        ",Male,16,Left-Handed,176,24,175,1,Bus,15,0.263,34,Tennis,765,631,118,267,364,551,23,"Right foot",100,105,"Ring finger",March,Fall,No,No,Desserts,Water,Art,4,9,5,"Yes - other","Text messaging",30,60,1,1,4,3,3,12,15,10,4,0,0,5,Some,"Graduate degree","Punk rock",Invisibility,Happy,Friend,"Arts, culture, sports"
USA,NY,2023,"12        ",Male,16,Left-Handed,169,24.5,176,1,Bus,15,0.265,63,Running/Jogging,500,500,500,500,500,500,24,"Right foot",4,4,"Same length",May,Winter,Yes,No,Meat,"Soft drink (caffeinated)",Science,4,11,5,"Yes - other","Text messaging",50,50,2,2,0,2,2,2,2,2,,,,,Some,"Some college","Rock and roll","Super strength",,"Business person",Health
USA,NY,2013,"12        ",Male,18,Right-Handed,190,28,190,2,Walk,5,0.394,74,Basketball,700,700,850,700,999,1000,28.5,"Left foot",103,111,"Ring finger",May,Summer,Yes,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",History,7,8,3,"Yes - broadband connection","Text messaging",30,30,10,2,25,0,6,2,10,5,25,2,0,0.5,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,"Business person",Environment
USA,NY,2024,"12        ",Male,17,Right-Handed,186,28,185,2,"Rail (Train/Tram/Subway)",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"12        ",Female,18,Right-Handed,166,22,168,1,"Rail (Train/Tram/Subway)",44,0.394,48,"Table Tennis",1000,500,524,289,134,497,23,"Left foot",60.5,70.5,"Ring finger",April,Spring,Yes,No,Seafood,"Sports drink",Science,6,4,5,"Yes - other","Text messaging",120,40,3,2,1,2,30min,0,5,8,3,10,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Business person","International aid"
USA,NY,2024,"12        ",Male,17,Right-Handed,166,23,171.5,2,"Rail (Train/Tram/Subway)",60,0.728,47,Swimming,700,800,900,700,800,700,23,"Same length",85,100,"Ring finger",June,Fall,No,No,Meat,"Soft drink (non-caffeinated)",History,4,9,3,"Yes - broadband connection","Internet chat or instant messaging",150,180," 6",6,6,6,6,6,6,6,6,6,6,6,Some,"Undergraduate degree","Rap/Hip hop","Super strength",Rich,"Business person","International aid"
USA,NY,2015,"12        ",Female,17,Right-Handed,165,25,164,2,Car,7,0.339,40,Swimming,1000,904,904,1000,754,754,24,"Right foot",76,71,"Index finger",May,Fall,Yes,No,Seafood,Coffee,Science,8,10,2,"Yes - broadband connection","Text messaging",40,40,50,4,14,28,6,0,20,22,20,18,12,10,"A lot","Graduate degree",Other,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NY,2018,"12        ",Female,17,Right-Handed,167,24,164,2,"Rail (Train/Tram/Subway)",45,0.365,46,Dancing,700,400,500,500,1000,1000,23.5,"Right foot",85,95,"Ring finger",July,Summer,No,No,Seafood,Water,English,5,9,3,"Yes - other","Text messaging",20,50,10,.5,3,1,4,0,7,7,15,0,4,7,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person",Health
USA,NY,2020,"12        ",Male,18,Right-Handed,182.8,33.02,204.2,1,Car,10-15,.446,49,Basketball,727,738,1000,866,647,449,33.02,"Same length",40mm,40mm,"Same length",April,Spring,No,No,Seafood,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Cell phone",10,14,36,128,24,48,158,12,12,54,168,48,12,8,"Very little","Graduate degree","Rap/Hip hop",Fly,Healthy,"Business person",Environment
USA,NY,2011,"11        ",Female,16,Right-Handed,154,21,155,2,Bus,30,0.453,46,Dancing,1000,1000,1000,,1000,1000,21,"Same length",80,80,"Same length",December,Fall,Yes,No,Pizza/Pasta,Juice,Music,7,8,4,"Yes - other","Text messaging",20,35,3,3,2,5,1,0,1,8,1,2,0,2,"A lot","Some college","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,NY,2015,"7         ",Male,13,Ambidextrous,66,25,60,4,Bus,45,.350,74,"Football (American)",1000,1000,1000,1000,1000,1000,25,"Right foot",10,12,"Ring finger",January,Spring,Yes,No,Seafood,Coffee,"Mathematics and statistics",4,12,3,"Yes - broadband connection",E-mail,0,0,7,1,10,7,10,3,1,1,5,0,0,4,"A lot","Graduate degree",Techno/Electronic,Fly,Happy,"Religious figure","Wildlife, animals"
USA,NY,2015,"6         ",Female,11,Left-Handed,160,26,162,1,Bus,18,442,42,Dancing,1000,1000,1000,1000,500,500,26,"Same length",7,7,"Same length",December,Summer,No,No,Pizza/Pasta,"Energy drink",Art,7,5,6,"Yes - other","Cell phone",300,200,2,1,3,5,10,1,2,20,4,8,0,15,Some,"Graduate degree",Country,Invisibility,Famous,Relative,"Wildlife, animals"
USA,NY,2021,"11        ",Female,16,Right-Handed,163,24,30,1,"Rail (Train/Tram/Subway)",105,0.282,29,Running/Jogging,1000,775,840,754,904,1000,24,"Same length",89,76,"Index finger",May,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",50,100,5,1,8,1,1,5,9,6,9,15,3,4,"A lot","Undergraduate degree",Pop,"Freeze time",Rich,Friend,Environment
USA,NY,2023,"11        ",Male,17,Right-Handed,171,24,,2,Walk,30,0.058,39,"Martial Arts",,,,,,,24,"Same length",,,"Ring finger",December,Spring,Yes,No,Meat,Water,Science,8:30,9,3,"Yes - other","In person",20,100+,12,2,5,10,24,1,1,5,12,1,6,3,Some,"Some college","Rap/Hip hop",Fly,Healthy,"Sports person",Environment
USA,NY,2022,"11        ",Male,16,Right-Handed,193.1,32.5,190,1,"Rail (Train/Tram/Subway)",25,.274,52,Basketball,1000,1000,1000,1000,1000,1000,30,"Right foot",9,8.75,"Index finger",April,Summer,Yes,No,Meat,Water,Languages,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",200,300,15,1,7,7,13,2,25,15,5,0,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NY,2019,"9         ",Female,14,Right-Handed,170,26,177,1,"Rail (Train/Tram/Subway)",34,,0.578,Swimming,68,68,50,40,100,10000,26,"Same length",60,70,"Ring finger",September,Summer,Yes,No,Poultry,Water,"Mathematics and statistics",1,12,3,"Yes - other","Text messaging",1,0,0,6,1,0,0,12,12,2,24,5,0,1,"A lot","Graduate degree",Pop,Telepathy,Rich,Other,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,172,21.59,,2,Walk,4,.41,32,"Hockey (Field)",650,450,850,700,700,875,22,"Left foot",63.5,69.85,"Index finger",June,Fall,No,Yes,Breads/Sandwiches,Water,History,8,11,3,"Yes - broadband connection","Text messaging",100,100,12,2,5,10,8,0,14,11,12,10,0,3,"Very little","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Politician,Environment
USA,NY,2015,"6         ",Male,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"9         ",Male,15,Right-Handed,165,23,168,1,Walk,12,0.358,47,"Football (American)",500,500,500,1000,200,100,23,"Same length",70,70,"Same length",July,Summer,No,No,Meat,"Sports drink","Social studies",8,7,2,"Yes - broadband connection","Text messaging",90,100,3,1,10,9,18,1,0,10,2,3,0,5,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Coach or club leader","International aid"
USA,NY,2015,"11        ",Female,16,Right-Handed,160,24,160,1,Bus,25,0.406,39,Walking/Hiking,893,850,770,770,390,305,24,"Same length",72,77,"Ring finger",July,Spring,No,No,Breads/Sandwiches,Tea,"Mathematics and statistics",7,8,5,"Yes - broadband connection","Cell phone",35,35,24,6,15,35,5,2,20,70,20,6,0,5,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,"International aid"
USA,NY,2012,"6         ",Male,12,Right-Handed,157.5,25.5,161.3,1,Bus,5,0.441,228,Skateboarding/Rollerblading,1000,1000,1000,10,100,1000,25.5,"Same length",80,60,"Index finger",September,Summer,No,No,Pizza/Pasta,"Powdered drink",Other,,,,,,,,4,0,2,9,0,10,10,10,10,10,1,3,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Religious figure","International aid"
USA,NY,2024,"11        ",Male,17,Left-Handed,184.4,30,189.4,1,Walk,20,0.49,36,Rowing,600,600,800,500,900,900,30,"Same length",89,89,"Same length",July,Winter,No,No,Meat,"Soft drink (caffeinated)",History,12:30,12:50,4,"Yes - broadband connection","Text messaging",2,3,2,3,4,2,0,4,5,1,6,0,0,0,"Very little","Undergraduate degree",Techno/Electronic,"Freeze time",Rich,Relative,"Arts, culture, sports"
USA,NY,2022,"12        ",Male,17,Right-Handed,179,27,184,1,"Rail (Train/Tram/Subway)",50,0.397,44,Soccer,888,824,433,412,588,1000,27,"Same length",105,115,"Ring finger",August,Winter,No,No,Meat,Water,"Mathematics and statistics",5,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,37,5,0,20,4,4,18,10,1,5,4,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,"International aid"
USA,NY,2019,"5         ",Female,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2024,"12        ",Male,17,Right-Handed,175.5,25,175.5,1,Car,10,.245,40,"Hockey (Ice)",738,508,310,620,941,1000,24.5,"Right foot",90,100,"Ring finger",May,Winter,Yes,No,Meat,Water,Other,7,8,4,"Yes - other","Text messaging",25,50,4,8,4,5,12,5,10,2,12,2,12,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Business person","Wildlife, animals"
USA,NY,2021,"12        ",Male,17,Right-Handed,179,27,176,2,"Rail (Train/Tram/Subway)",40,.386,47,"Table Tennis",610,650,775,445,855,1000,26,"Right foot",,,,March,Summer,No,No,Pizza/Pasta,Water,History,6,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,300,25,0,1,10,20,15,20,8,28,4,0,2,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure","Education/Youth development"
USA,NY,2017,"6         ",Female,12,Right-Handed,168,25,170,1,Bus,30,0.36,47,Running/Jogging,941,824,914,556,176,102,25,"Same length",75,80,"Ring finger",April,Spring,No,No,Fruit,Milk,Art,8,12,5,"Yes - broadband connection","In person",5,6,4,1,3,1,3,0,0,0.1,1,1,0,0.1,"Very little","Graduate degree",Pop,Fly,Happy,Actor,"Wildlife, animals"
USA,NY,2015,"12        ",Female,18,Right-Handed,153,24,159,2,"Rail (Train/Tram/Subway)",60,.997,41,Swimming,60,70,70,60,50,80,22,"Right foot",90,95,"Ring finger",May,Spring,No,No,Meat,Water,"Mathematics and statistics",6,9,2,"Yes - broadband connection","Text messaging",40,38,25,8,5,5,3,15,15,15,20,6,0,2,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,NY,2016,"6         ",Male,11,Right-Handed,148,23,161,1,Bus,20,0.631,39,Lacrosse,1000,100,999.9,10,0,0,23,"Same length",80,70,"Index finger",December,Winter,No,No,"No favorite",Water,Science,9,8,4,"No internet connection","In person",0,0,0,0,1,2,3,1,0,0,0,0,0,1,"Very little","Graduate degree",Techno/Electronic,Invisibility,Happy,Actor,"Wildlife, animals"
USA,NY,2019,"12        ",Female,17,Right-Handed,"152 ",22,152,1,"Rail (Train/Tram/Subway)",40,.811,40,Skateboarding/Rollerblading,1000,800,900,1000,100,1000,22,"Same length",70,76,"Ring finger",August,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",7,9,3,"Yes - broadband connection","Text messaging",25,29,15,3,6,10,4,1,13,4,9,12,0,4,"A lot","Graduate degree",Reggae,"Freeze time",Rich,Relative,Health
USA,NY,2018,"6         ",Male,12,Left-Handed,5.2,25,145,2,Walk,10,0.707,60,"Martial Arts",1000,316,91,0,1000,1000,24,"Right foot",70,60,"Index finger",December,Winter,Yes,No,Desserts,Water,Science,8,7,7,"Yes - other","In person",3,7,1,0,0,4,1,0,0,0,1,2,1,1,Some,"Some college",Techno/Electronic,Telepathy,Healthy,"Business person","Wildlife, animals"
USA,NY,2011,"11        ",Female,17,Right-Handed,155.5,21.5,161.5,1,Car,15,0.412,44,Basketball,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"9         ",Male,14,Right-Handed,77,28,79,2,Car,5,.32,55,Baseball/Softball,,,,,,,27,,3.6,3.1,"Index finger",May,Summer,Yes,No,Pizza/Pasta,"Sports drink",English,7,10,5,"Yes - other","Text messaging",200,250,21,0,15,5,14,8,20,70,10,20,0,3,None,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Arts, culture, sports"
USA,NY,2019,"6         ",Male,12,Right-Handed,162.5,28,168,3,Bus,48,.48,46,Baseball/Softball,711,492,588,1000,471,701,28,"Same length",85,90,"Ring finger",December,Winter,Yes,No,Seafood,Tea,"Physical education",6.5,12,3,"Yes - other","In person",25,60,42,3,8,39,60,53,27,4,53,2,9,62,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person",Health
USA,NY,2013,"11        ",Female,17,Left-Handed,168,24,169.3,1,Bus,12,.482,30,Soccer,900,900,1000,1000,500,600,24,"Same length",64,64,"Same length",January,Summer,No,No,Pizza/Pasta,Juice,English,7,9,6,"Yes - other","Text messaging",20,20,15,3,8,6,15,0,2,3,3,3,0,1,Some,"Some college",Pop,Invisibility,Happy,Relative,"Education/Youth development"
USA,NY,2020,"12        ",Male,17,Right-Handed,177.8,25,186,1,Car,90,0.387,31,Soccer,900,300,900,600,100,400,70,"Left foot",70,80,"Same length",March,Fall,No,No,"No favorite",Water,"Social studies",5,8,4,"Yes - broadband connection","Text messaging",10,93,5,0,6,0,0,10,18,1,40,15,1,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"Education/Youth development"
USA,NY,2019,"9         ",Male,15,Right-Handed,172.7,27,171,2,"Rail (Train/Tram/Subway)",40,.535,50,Athletics,1000,750,500,900,0,0,27,"Same length",8,7,"Index finger",April,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,4,,"Myspace, Facebook, other social networking sites, or blog",25,20,6,.1,1,"rest ",1,2-3,.5,.5,1,1,0,.5,Some,"Graduate degree",Other,"Freeze time",Rich,"Sports person",Health
USA,NY,2023,"12        ",Female,17,Right-Handed,162,25,153,2,"Rail (Train/Tram/Subway)",70," 0.35",44,Athletics,900,900,800,700,700,700,25,"Same length",83,73,"Index finger",April,Summer,Yes,No,"No favorite",Water,English,4,10,5,"Yes - other","Internet chat or instant messaging",30,80,2,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,17,Right-Handed,152.4,21,118,2,Car,20,.511,39,Walking/Hiking,700,600,650,600,550,625,22,"Same length",68,70,"Ring finger",November,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",5,4,14,"Yes - other","Cell phone",10,14,5,2,20,3,0,2,1,2,40,4,0,3,Some,"High school",Other,"Freeze time",Healthy,Other,Environment
USA,NY,2017,"6         ",Female,11,Right-Handed,156,23,155,2,"Rail (Train/Tram/Subway)",40,0.422,51,Dancing,733,652,738,797,0,11,23,"Same length",80,82,"Ring finger",September,Fall,No,No,"Rice/Noodle dishes",Water,Science,7.5,8,2,"Yes - broadband connection","Text messaging",11,12,5,1,12.5,3,7,0,1,2,6,1,0,0,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person","International aid"
USA,NY,2016,"12        ",Female,17,Right-Handed,178,25,176,1,"Rail (Train/Tram/Subway)",70,0,0,Other,800,600,500,750,700,795,27,"Left foot",82,86,"Ring finger",May,Spring,Yes,Yes,Fruit,Coffee,Art,6,10,4,"Yes - broadband connection","In person",10,15,61,.5,5,4,21,10,7,3,40,1,0,3,"A lot","Graduate degree","Punk rock","Freeze time",Happy,Friend,Environment
USA,NY,2013,"12        ",Male,16,Right-Handed,165,23,160,3,"Rail (Train/Tram/Subway)",30,.38,40,Basketball,1000,800,500,500,650,650,24,"Left foot",80,70,"Index finger",September,Winter,No,No,Desserts,Water,"Computers and technology",7,8,4,"Yes - broadband connection","Internet chat or instant messaging",5,4,10,3,25,20,30,15,10,5,30,20,0,3,Some,"Graduate degree",Other,"Freeze time",Healthy,"Business person","Wildlife, animals"
USA,NY,2019,"5         ",Female,10,Right-Handed,147,24,157,1,Bus,2,.773,46,Gymnastics,500,500,1000,800,880,870,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2024,"12        ",Female,16,Right-Handed,165,22.3,163,1,Bus,15,.341,31,Tennis,829,829,930,701,251,358,25.3,"Left foot",75,80,"Ring finger",January,Fall,Yes,No,Breads/Sandwiches,Water,Music,7,9,5,"Yes - other","Internet chat or instant messaging",80,85,10,14,12,8,18,3,0,7,5,6,0,2,Some,"Graduate degree","Rock and roll",Fly,Happy,"Musician or singer",Health
USA,NY,2022,"12        ",Female,17,Right-Handed,172,24,600,2,Walk,7,,50,Baseball/Softball,1000,1000,1000,1000,300,800,23,"Right foot",85,82,"Index finger",February,Fall,No,Yes,Breads/Sandwiches,Water,Music,7,9,4,"Yes - broadband connection","Text messaging",16,18,10,3,17,3,5,0,6,8,30,9,60,3,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,"Musician or singer",Environment
USA,NY,2019,"12        ",Male,17,Right-Handed,180,27.94,175.2,1,Car,5,.329,49,"Table Tennis",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"11        ",Female,16,Left-Handed,163,23,153,2,Car,5,0.905,35,Running/Jogging,583,663,818,936,203,53,24,"Left foot",80,70,"Index finger",September,Fall,Yes,No,Desserts,Water,Science,7,9,3,"Yes - broadband connection","In person",20,15,2,1,15,3,8,0,2,4,1,0,2,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,NY,2020,"6         ",Female,11,Left-Handed,"5 ft","9 in.",150cm,1,Bus,10," 0.39",41,Tennis,1000,1000,1000,1000,4000,4000,9in,"Same length",66.67,2.5in,"Index finger",October,Summer,Yes,No,"No favorite",Water,"Physical education",6.5,8,6,"Yes - other","Text messaging",0,100,0,0,21,24/7,16,2,0,0,21,7,0,0,Some,"Graduate degree",,Fly,Happy,"Coach or club leader",Environment
USA,NY,2016,"12        ",Female,17,Right-Handed,168,22,,1,Bus,50,0.288,,Athletics,600,650,500,400,600,600,22,"Same length",78,80,"Ring finger",November,Fall,Yes,No,"No favorite",Water,"Computers and technology",7,9,5,"Yes - broadband connection","In person",100,300,50,1,15,15,10,1,8,5,10,1,9,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Friend,"Education/Youth development"
USA,NY,2016,"12        ",Female,17,Right-Handed,172,25,,2,"Rail (Train/Tram/Subway)",40,.8,42,Other,700,900,400,400,1000,1000,25,"Same length",80,85,"Ring finger",May,Spring,No,No,Pizza/Pasta,Water,"Social studies",5,10,4,"Yes - broadband connection","Text messaging",100,200,10,1,12,5,10,1,7,7,40,2,0,2,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Education/Youth development"
USA,NY,2017,"12        ",Male,17,Right-Handed,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"12        ",Male,18,Left-Handed,182,29,184,1,Car,15,.285,39,Baseball/Softball,920,957,1000,750,100,678,29,"Same length",22,,"Ring finger",September,Summer,No,No,Meat,"Sports drink","Mathematics and statistics",6,10,5,"Yes - dial-up connection","Text messaging",100,500,10,1,3,20,12,15,3,1,40,10,9,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Education/Youth development"
USA,NY,2019,"6         ",Female,12,Ambidextrous,155.7,23,155,3,Bus,5,0.477,46,Soccer,834,1000,497,876,100,150,22,"Right foot",100,75,"Index finger",May,Summer,No,No,Fruit,Water,"Social studies",8,6,7,"Yes - other","Internet chat or instant messaging",12,15,30,1,3,40,48,4,2,12,3,4,1,14,Some,"Graduate degree",Country,"Freeze time",Healthy,Actor,"Education/Youth development"
USA,NY,2019,"6         ",Male,12,Right-Handed,170,25,164,0,Bus,10,.395,42,Basketball,850,800,600,610,100,300,25,"Same length",75,72,"Index finger",March,Spring,Yes,No,Other,Water,"Physical education",7,10,6,"Yes - other",Other,0,10,2,0,0,1,3,1,0,0,1,0,0,2,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person",Environment
USA,NY,2018,"11        ",Female,17,Left-Handed,60,26,159.6,1,Car,15,.452,36,Other,898,465,663,545,578,626,25,"Right foot",10,10,"Same length",April,Spring,No,Yes,Fruit,Juice,Art,6,8,6,"Yes - other","Internet chat or instant messaging",0,15,3,2,2,3,2,5,3,6,4,2,0,4,"Very little","Undergraduate degree",Other,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2013,"8         ",Male,13,Right-Handed,152,20,160,1,Bus,,0.318,47,Other,200,200,900,700,100,300,20,"Same length",70,60,"Index finger",June,Summer,No,No,"No favorite",Water,"Mathematics and statistics",9,8,6,"Yes - broadband connection","In person",0,0,2,0,1,1,1,1,0,0,3,1,0,2,"Very little",Other,Pop,"Freeze time",Rich,Other,Health
USA,NY,2017,"6         ",Male,10,Ambidextrous,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
